stratum,family,query_id,query_source,method,n_candidates,n_comparable,n_incomparable,incomparable_rate
msd_pancreas-to-other-sources,primary,Q0044,msd_pancreas,ZeroImputation,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0045,msd_pancreas,MissingnessIndicators,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0045,msd_pancreas,OAKG,231,100,131,0.5670995670995671
msd_pancreas-to-other-sources,primary,Q0045,msd_pancreas,OAKG-Union,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0045,msd_pancreas,WL,231,231,0,0.0
msd_pancreas-to-other-sources,primary,Q0045,msd_pancreas,ZeroImputation,231,231,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0094,flare22,MissingnessIndicators,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0094,flare22,OAKG,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0094,flare22,OAKG-Union,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0094,flare22,WL,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0094,flare22,ZeroImputation,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0097,flare22,MissingnessIndicators,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0097,flare22,OAKG,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0097,flare22,OAKG-Union,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0097,flare22,WL,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0097,flare22,ZeroImputation,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0103,flare22,MissingnessIndicators,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0103,flare22,OAKG,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0103,flare22,OAKG-Union,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0103,flare22,WL,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0103,flare22,ZeroImputation,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0107,flare22,MissingnessIndicators,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0107,flare22,OAKG,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0107,flare22,OAKG-Union,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0107,flare22,WL,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0107,flare22,ZeroImputation,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0110,flare22,MissingnessIndicators,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0110,flare22,OAKG,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0110,flare22,OAKG-Union,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0110,flare22,WL,131,131,0,0.0
flare22-to-lits,exploratory-source-pairs,Q0110,flare22,ZeroImputation,131,131,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0098,flare22,MissingnessIndicators,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0098,flare22,OAKG,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0098,flare22,OAKG-Union,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0098,flare22,WL,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0098,flare22,ZeroImputation,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0102,flare22,MissingnessIndicators,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0102,flare22,OAKG,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0102,flare22,OAKG-Union,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0102,flare22,WL,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0102,flare22,ZeroImputation,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0108,flare22,MissingnessIndicators,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0108,flare22,OAKG,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0108,flare22,OAKG-Union,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0108,flare22,WL,281,281,0,0.0
flare22-to-msd_pancreas,exploratory-source-pairs,Q0108,flare22,ZeroImputation,281,281,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0068,lits,MissingnessIndicators,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0068,lits,OAKG,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0068,lits,OAKG-Union,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0068,lits,WL,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0068,lits,ZeroImputation,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0077,lits,MissingnessIndicators,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0077,lits,OAKG,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0077,lits,OAKG-Union,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0077,lits,WL,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0077,lits,ZeroImputation,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0079,lits,MissingnessIndicators,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0079,lits,OAKG,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0079,lits,OAKG-Union,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0079,lits,WL,100,100,0,0.0
lits-to-flare22,exploratory-source-pairs,Q0079,lits,ZeroImputation,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0017,msd_pancreas,MissingnessIndicators,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0017,msd_pancreas,OAKG,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0017,msd_pancreas,OAKG-Union,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0017,msd_pancreas,WL,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0017,msd_pancreas,ZeroImputation,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0018,msd_pancreas,MissingnessIndicators,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0018,msd_pancreas,OAKG,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0018,msd_pancreas,OAKG-Union,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0018,msd_pancreas,WL,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0018,msd_pancreas,ZeroImputation,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0028,msd_pancreas,MissingnessIndicators,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0028,msd_pancreas,OAKG,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0028,msd_pancreas,OAKG-Union,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0028,msd_pancreas,WL,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0028,msd_pancreas,ZeroImputation,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0030,msd_pancreas,MissingnessIndicators,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0030,msd_pancreas,OAKG,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0030,msd_pancreas,OAKG-Union,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0030,msd_pancreas,WL,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0030,msd_pancreas,ZeroImputation,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0031,msd_pancreas,MissingnessIndicators,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0031,msd_pancreas,OAKG,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0031,msd_pancreas,OAKG-Union,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0031,msd_pancreas,WL,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0031,msd_pancreas,ZeroImputation,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0039,msd_pancreas,MissingnessIndicators,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0039,msd_pancreas,OAKG,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0039,msd_pancreas,OAKG-Union,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0039,msd_pancreas,WL,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0039,msd_pancreas,ZeroImputation,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0041,msd_pancreas,MissingnessIndicators,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0041,msd_pancreas,OAKG,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0041,msd_pancreas,OAKG-Union,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0041,msd_pancreas,WL,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0041,msd_pancreas,ZeroImputation,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0043,msd_pancreas,MissingnessIndicators,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0043,msd_pancreas,OAKG,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0043,msd_pancreas,OAKG-Union,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0043,msd_pancreas,WL,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0043,msd_pancreas,ZeroImputation,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0044,msd_pancreas,MissingnessIndicators,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0044,msd_pancreas,OAKG,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0044,msd_pancreas,OAKG-Union,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0044,msd_pancreas,WL,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0044,msd_pancreas,ZeroImputation,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0045,msd_pancreas,MissingnessIndicators,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0045,msd_pancreas,OAKG,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0045,msd_pancreas,OAKG-Union,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0045,msd_pancreas,WL,100,100,0,0.0
msd_pancreas-to-flare22,exploratory-source-pairs,Q0045,msd_pancreas,ZeroImputation,100,100,0,0.0
